action,proto,src_ip,src_port,dest_ip,dest_port,family,behavior,description,sign_source,author,threat_judge,attack_phase,apt_org,extract_date,attack_direction,remarks,cve_number,threat_level,threat_type,id,refer,payload,classtype,sid,rev,metadata
alert,tcp,any,[21;25;443;465;636;992;993;995;2484],None,[21;25;443;465;636;992;993;995;2484],Unknown,['VulnerabilityIntrusion'],CVE-2014-0160,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Attacker'; 'Source': 'Victim'},,CVE-2014-0160,HighRisk,['Exploits'],130017601,[],flow:to_client;established; content:"|17 03 03|"; byte_jump:2;0;relative; content:"|18 03 03|"; within:3; fast_pattern; byte_test:2;>;128;0;relative; ),classtype:Exploits;,id:130017601;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service ssl;
alert,tcp,any,[21;25;443;465;636;992;993;995;2484],None,[21;25;443;465;636;992;993;995;2484],Unknown,['VulnerabilityIntrusion'],CVE-2014-0160,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Attacker'; 'Source': 'Victim'},,CVE-2014-0160,HighRisk,['Exploits'],130017603,[],flow:to_client;established; content:"|18 03 00|"; byte_jump:2;0;relative; content:"|18 03 00|"; within:3; byte_test:2;>;128;0;relative; ),classtype:Exploits;,id:130017603;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service ssl;
alert,tcp,any,[21;25;443;465;636;992;993;995;2484],None,[21;25;443;465;636;992;993;995;2484],Unknown,['VulnerabilityIntrusion'],CVE-2014-0160,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Attacker'; 'Source': 'Victim'},,CVE-2014-0160,HighRisk,['Exploits'],130017605,[],flow:to_client;established; content:"|18 03 01|"; byte_jump:2;0;relative; content:"|18 03 01|"; within:3; byte_test:2;>;128;0;relative; ),classtype:Exploits;,id:130017605;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service ssl;
alert,tcp,any,[21;25;443;465;636;992;993;995;2484],None,[21;25;443;465;636;992;993;995;2484],Unknown,['VulnerabilityIntrusion'],CVE-2014-0160,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Attacker'; 'Source': 'Victim'},,CVE-2014-0160,HighRisk,['Exploits'],130017607,[],flow:to_client;established; content:"|18 03 02|"; byte_jump:2;0;relative; content:"|18 03 02|"; within:3; byte_test:2;>;128;0;relative; ),classtype:Exploits;,id:130017607;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service ssl;
alert,tcp,any,[21;25;443;465;636;992;993;995;2484],None,[21;25;443;465;636;992;993;995;2484],Unknown,['VulnerabilityIntrusion'],CVE-2014-0160,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Attacker'; 'Source': 'Victim'},,CVE-2014-0160,HighRisk,['Exploits'],130017609,[],flow:to_client;established; content:"|18 03 03|"; byte_jump:2;0;relative; content:"|18 03 03|"; within:3; byte_test:2;>;128;0;relative; ),classtype:Exploits;,id:130017609;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service ssl;
alert,tcp,any,any,any,80,SpySmall,['VulnerabilityIntrusion'],SpySmall,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017611,[],flow:to_server;established; content:"User-Agent: Mozilla/4.0 (compatible|3B| MSIE 10.0|3B| Windows NT 6.2|3B| Trident/4.0|0D 0A|"; fast_pattern:only; http_header; content:!"Accept"; ),classtype:Exploits;,id:130017611;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,SpySmall,['VulnerabilityIntrusion'],SpySmall,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017613,[],flow:to_server;established; content:"|3E 00|e|00|c|00|h|00|o|00 20 00|c|00|m|00|d|00 5F 00|b|00|e|00|g|00|i|00|n|00|"; fast_pattern:only; http_client_body; ),classtype:Exploits;,id:130017613;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017615,[],flow:to_server;established; content:"User-Agent: User-Agent: Mozilla/"; fast_pattern:only; http_header; content:!"Accept"; ),classtype:Exploits;,id:130017615;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Bancos,['VulnerabilityIntrusion'],Bancos,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017617,[],flow:to_server;established; content:"POST"; http_method; content:"/js/prototype/order.php"; fast_pattern:only; http_uri; content:" HTTP/1.1|0D 0A|Content-Type: application/x-www-form-urlencoded|0D 0A|User-Agent: Mozilla/"; content:"|3B 20|MSIE|20|"; distance:0; http_header; content:"|29 0D 0A|Host:"; distance:0; http_header; content:!"Accept"; http_header; content:!"|0D 0A|Referer:"; http_header; ),classtype:RAT;,id:40017617;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017619,[],flow:to_server;established; urilen:72; content:"POST"; http_method; content:".php?q="; fast_pattern:only; http_uri; pcre:"/^\/[a-f0-9]{32}\.php\?q=[a-f0-9]{32}$/U"; ),classtype:Exploits;,id:130017619;,rev:1;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,any,Hikit,['VulnerabilityIntrusion'],Hikit,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Backdoor'],190017621,[],flow:to_client;established; content:"|5D 00 20 00|h|00|i|00|k|00|i|00|t|00|>|00|"; fast_pattern:only; ),classtype:Backdoor;,id:190017621;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http; service ssl;
alert,tcp,any,any,any,80,Bancos,['VulnerabilityIntrusion'],Bancos,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017623,[],flow:to_server;established; content:"POST"; http_method; content:"/hunter/123/order.php"; fast_pattern:only; http_uri; content:!"Accept"; http_header; content:!"|0D 0A|Referer:"; http_header; ),classtype:RAT;,id:40017623;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180627,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017625,[],flow:to_server;established; content:"/?u="; depth:4; http_uri; content:"&u2="; http_uri; content:"&u5=inststart"; http_uri; content:"NSIS_Inetc (Mozilla)"; fast_pattern:only; http_header; ),classtype:RAT;,id:40017625;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180627,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017627,[],flow:to_server;established; content:"/get.php?invite="; fast_pattern:only; http_uri; content:"Accept-Encoding: gzip"; http_header; pcre:"/^\/get.php\?invite=.*?=$/mU"; content:!"Referer:"; http_header; ),classtype:RAT;,id:40017627;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180627,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017629,[],flow:to_server;established; content:"/?gws_rd=cr"; fast_pattern:only; http_uri; content:"|0D 0A|Connection: Close|0D 0A 0D 0A|"; content:"|3B 20|MSIE|20|"; http_header; content:!"Accept-Encoding: "; http_header; ),classtype:RAT;,id:40017629;,rev:1;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017633,[],flow:to_server;established; content:"/status/?&cmp="; fast_pattern; http_uri; content:"&src="; distance:0; http_uri; content:"&status=start"; distance:0; http_uri; content:!"User-Agent: "; http_uri; content:!"Accept"; http_uri; ),classtype:RAT;,id:40017633;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017635,[],flow:to_server;established; content:"X-Forwarded-For"; nocase; http_header; content:"FromBase64String"; http_client_body; content:"z"; within:200; nocase; http_client_body; pcre:"/z\d{1;3}/Pi"; ),classtype:Exploits;,id:130017635;,rev:5;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017637,[],flow:to_server;established; content:"&affid="; fast_pattern:only; http_uri; content:"/api/"; nocase; http_uri; content:"?ts="; nocase; http_uri; content:"&token="; nocase; http_uri; content:"&group="; nocase; http_uri; content:"&nid="; nocase; http_uri; content:"&lid="; nocase; http_uri; content:"&ver="; nocase; http_uri; ),classtype:RAT;,id:40017637;,rev:2;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017641,[],flow:to_client;established; file_data; content:"ps=|22|split|22 3B|asd=function()"; fast_pattern:only; ),classtype:Exploits;,id:130017641;,rev:2;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017643,[],flow:to_client;established; file_data; content:"aq=|22|0x|22 3B|ff=String|3B|"; fast_pattern:only; ),classtype:Exploits;,id:130017643;,rev:2;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017645,[],flow:to_server;established; urilen:>90; content:"/p.ashx?prd="; fast_pattern; http_uri; content:"&pixGuid="; distance:0; http_uri; content:"&ver="; distance:0; http_uri; content:"&rnd="; distance:0; http_uri; content:!"Accept"; http_header; ),classtype:Exploits;,id:130017645;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017647,[],flow:to_client;established; file_data; content:"|22|c|22|+|22|r|22 3A|2+|22|e|22|+|22|a|22|+|22|t|22|+|22|e|22|+|22|E|22|+|22|l|22|+|22|e|22|+|22|m|22|+((f)?|22|e|22|+|22|n|22|+|22|t|22 3A 22 22|"; fast_pattern:only; ),classtype:Exploits;,id:130017647;,rev:2;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017649,[],flow:to_client;established; file_data; content:"|22|fr|22|+|22|omCh|22|+|22|arCo|22|+|22|de|22|"; fast_pattern:only; ),classtype:Exploits;,id:130017649;,rev:2;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017651,[],flow:to_client;established; file_data; content:"= |22|applet|22 3B 20|"; content:"= |22|object|22 3B 20|"; within:50; content:"=|27|param|27 3B 20|"; within:50; content:".zip|27 3B| </script>"; distance:0; pcre:"/\/\d+\/\d\.zip\x27\x3b/"; ),classtype:Exploits;,id:130017651;,rev:3;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017653,[],flow:to_server;established; urilen:15; content:".jnlp"; fast_pattern; http_uri; content:" Java/1."; http_header; pcre:"/\/[a-z0-9]{9}\.jnlp$/U"; ),classtype:Exploits;,id:130017653;,rev:3;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],CVE-2013-2471,ArtificialExtraction,bala,Threat,Control,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2013-2471,HighRisk,['RAT'],40017655,[],flow:to_server;established; content:".zip"; fast_pattern; http_uri; content:" Java/1."; http_header; pcre:"/^\/\d+\/\d\.zip$/U"; ),classtype:RAT;,id:40017655;,rev:4;,metadata:policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,1039,Unknown,['VulnerabilityIntrusion'],Backdoor,ArtificialExtraction,bala,Threat,Control,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017657,[],flow:to_server;established; content:"s|00|e|00|l|00|e|00|c|00|t|00| |00|v|00|e|00|r|00|i|00|f|00|i|00|c|00|a|00|n|00|d|00|o|00| |00|f|00|r|00|o|00|m|00| |00|v|00|e|00|r|00|i|00|f|00|i|00|c|00|a|00|n|00|d|00|o|00| |00|w|00|h|00|e|00|r|00|e|00| |00|i|00|d|00|_|00|p|00|c|00|=|00|"; fast_pattern:only; ),classtype:Backdoor;,id:190017657;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017659,[],flow:to_server;established; urilen:<25; content:".ld"; fast_pattern:only; http_uri; content:" Java/1."; http_header; pcre:"/^\/\d+\.ld$/U"; ),classtype:Exploits;,id:130017659;,rev:1;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],CVE-2013-3918,ArtificialExtraction,bala,Threat,Invasion,,20180628,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2013-3918,HighRisk,['Exploits'],130017661,[],flow:to_server;established; content:"User-Agent: lynx|0D 0A|"; fast_pattern:only; http_header; content:"POST"; http_method; pcre:"/^\x2f[0-9a-f]+$/iU"; ),classtype:Exploits;,id:130017661;,rev:6;,metadata:impact_flag red; policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Systema,['VulnerabilityIntrusion'],Systema,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017665,[],flow:to_server;established; urilen:20; content:"/aviatic/systema.exe"; fast_pattern:only; http_uri; ),classtype:RAT;,id:40017665;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Bancos,['VulnerabilityIntrusion'],Bancos,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017671,[],flow:to_server;established; urilen:17<>27; content:"ip-who-is.com|0D 0A|"; fast_pattern:only; http_header; content:"/locate-ip/"; depth:11; http_uri; content:"User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)"; http_header; ),classtype:RAT;,id:40017671;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],SERVER-WEBAPP Belkin proxy.cgi command injection attempt,ArtificialExtraction,WQ,Threat,Invasion,,20180719,{'Obj': 'Victim'; 'Source': 'Attacker'},SERVER-WEBAPP Belkin proxy.cgi command injection attempt,CVE-2018-1143,HighRisk,['Exploits'],130017679,[],None,classtype:Exploits;,id:130017679;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ET EXPLOIT FireEye Appliance Unauthorized File Disclosure,ArtificialExtraction,CJR,Threat,Invasion,,20180713,{'Obj': 'Victim'; 'Source': 'Attacker'},ET EXPLOIT FireEye Appliance Unauthorized File Disclosure,CVE-2015-5718,IntermediateRisk,['Exploits'],130017685,[],None,classtype:Exploits;,id:130017685;,rev:4;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ET EXPLOIT Possible Android Stagefright MP4 CVE-2015-1538 - Shell,ArtificialExtraction,CJR,Threat,Invasion,,20180713,{'Obj': 'Attacker'; 'Source': 'Victim'},ET EXPLOIT Possible Android Stagefright MP4 CVE-2015-1538 - Shell,CVE-2015-1538,IntermediateRisk,['Exploits'],130017687,[],None,classtype:Exploits;,id:130017687;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ET EXPLOIT Possible Android Stagefright MP4 CVE-2015-1538 - ROP,ArtificialExtraction,CJR,Threat,Invasion,,20180713,{'Obj': 'Attacker'; 'Source': 'Victim'},ET EXPLOIT Possible Android Stagefright MP4 CVE-2015-1538 - ROP,CVE-2015-1538,IntermediateRisk,['Exploits'],130017689,[],None,classtype:Exploits;,id:130017689;,rev:1;,
